origin,destination,month,passengers,year
DEN,CLT,8,21650.0,2009
DEN,CLT,9,20010.0,2009
DEN,CLT,10,21297.0,2009
DEN,CLT,11,17691.0,2009
DEN,CLT,12,18563.0,2009
DEN,DEN,1,53.0,2009
DEN,DEN,7,69.0,2009
DEN,DEN,12,334.0,2009
DEN,DFW,1,64340.0,2009
DEN,DFW,2,58595.0,2009
DEN,DFW,3,69479.0,2009
DEN,DFW,4,60964.0,2009
DEN,DFW,5,64010.0,2009
DEN,DFW,6,72505.0,2009
DEN,DFW,7,78762.0,2009
DEN,DFW,8,75903.0,2009
DEN,DFW,9,62116.0,2009
DEN,DFW,10,61560.0,2009
DEN,DFW,11,55868.0,2009
DEN,DFW,12,58432.0,2009
DEN,DTW,1,23070.0,2009
DEN,DTW,2,20642.0,2009
DEN,DTW,3,24524.0,2009
DEN,DTW,4,24844.0,2009
DEN,DTW,5,25896.0,2009
DEN,DTW,6,28856.0,2009
DEN,DTW,7,30356.0,2009
DEN,DTW,8,31449.0,2009
DEN,DTW,9,29726.0,2009
DEN,DTW,10,29907.0,2009
DEN,DTW,11,25281.0,2009
DEN,DTW,12,24410.0,2009
DEN,EWR,1,18075.0,2009
DEN,EWR,2,16547.0,2009
DEN,EWR,3,20056.0,2009
DEN,EWR,4,17540.0,2009
DEN,EWR,5,18637.0,2009
DEN,EWR,6,24384.0,2009
DEN,EWR,7,28238.0,2009
DEN,EWR,8,27623.0,2009
DEN,EWR,9,23759.0,2009
DEN,EWR,10,21454.0,2009
DEN,EWR,11,19061.0,2009
DEN,EWR,12,20353.0,2009
DEN,IAH,1,44909.0,2009
DEN,IAH,2,40489.0,2009
DEN,IAH,3,52581.0,2009
DEN,IAH,4,43888.0,2009
DEN,IAH,5,44678.0,2009
DEN,IAH,6,51828.0,2009
DEN,IAH,7,58145.0,2009
