,Departure,DateOfDeparture,MonthlyPAXMean,WeekdayPAXMean,WeeklyPAXMean
49,DFW,2012-03-06,11.0311512247768,11.0105699121597,11.1992594156758
50,PHL,2012-01-25,10.5610571881515,11.1546495472498,10.3345285083008
51,MSP,2012-07-24,10.88266157428,11.0352033499738,11.20682844582
52,ATL,2012-03-07,10.9238244018366,11.1839889096902,11.1356483019519
53,BOS,2012-10-19,11.2927305073232,11.0845112624619,11.7381605268158
54,ORD,2011-10-30,11.6086506460176,11.1469405601366,11.258568582913
55,EWR,2011-12-25,10.2771148959259,10.6809814122467,9.42101597234588
56,ORD,2012-03-09,11.2039064875678,11.3822723248095,11.4442270152581
57,CLT,2011-10-02,10.6832768340035,10.0743640447417,10.945754529538
58,SFO,2012-12-20,10.9090738854506,11.5258261882789,10.9241750017976
59,MCO,2012-10-28,11.1009397063111,10.6047887191327,10.7144322653044
60,ORD,2011-09-15,11.4171534533023,11.7012876514128,11.4384738223077
61,ORD,2012-07-19,11.2819351146499,11.7012876514128,11.9709972895933
62,LAX,2012-05-20,11.647827346905,11.2829811360145,11.134222712631
63,PHX,2012-08-28,10.5149983732118,10.6203479539348,10.4805054265383
64,JFK,2013-01-28,11.24891039476,11.558400654196,11.2043066811415
65,CLT,2012-05-17,10.63548784998,11.0512487485931,11.1123175924
66,ORD,2012-08-13,11.3333438577217,11.7533438325572,11.2755225442606
67,DFW,2012-10-25,11.1979500206441,11.3649594343707,11.34789289685
68,DEN,2012-12-25,10.4051399165647,10.78656887605,9.86025997480364
69,MIA,2012-02-12,10.7319837922636,10.6787375360088,10.2624946801871
70,ORD,2011-10-11,11.6086506460176,11.4259437332021,11.5608494116244
71,JFK,2012-05-16,11.839419464296,11.2637518214344,11.9019996206
72,LAS,2012-03-19,10.8762710645673,10.7858874535237,11.0379500887429
73,MCO,2012-07-16,10.5875595969612,10.6847948705659,10.9638505370333
74,BOS,2012-09-12,11.3628994822824,11.57127662646,11.6441104367941
75,DFW,2012-03-09,11.0311512247768,11.334770797711,11.1992594156758
76,CLT,2012-11-20,10.2814944796235,10.9196362517441,9.9451084662725
77,DEN,2013-01-21,10.4889502088442,11.0716034552842,10.3979026312365
78,ATL,2011-11-05,10.982421665418,9.97610213184916,11.1868549985414
79,DEN,2012-01-20,10.4889502088442,10.8007951104612,10.3979026312365
80,ATL,2011-10-26,11.2466543461049,11.1839889096902,11.3257156158651
81,PHL,2011-09-24,11.0665484933616,9.26692191894803,11.3476493738675
82,DEN,2012-02-17,10.6435501727357,10.8007951104612,10.6436037021667
83,DTW,2011-11-30,10.397125212545,10.8682506128973,10.399844576659
84,JFK,2011-12-19,10.9676411139293,11.558400654196,10.9732937466357
85,PHL,2013-01-10,10.5610571881515,11.3080818645848,10.7135917669555
86,CLT,2012-09-19,10.4192219029964,11.0317528255396,11.0249318164671
87,JFK,2011-10-28,11.3969680111376,11.4544837388269,11.1044728448667
88,JFK,2012-11-29,11.085788402275,11.3030698255037,11.602923786778
89,LGA,2012-01-30,11.2180486818821,11.8298603282886,11.0084206465493
90,PHX,2012-03-21,10.929267356346,10.7333438137606,11.05862893925
91,ATL,2012-04-11,11.0520892734339,11.1839889096902,10.98928248955
92,LAS,2012-06-24,10.8814749755833,10.9898638422471,10.816086276875
93,LAX,2012-12-13,11.160829711438,11.6678915221641,11.434821162332
94,LAS,2012-09-01,11.0911524074966,10.3013190830535,10.3115276749911
95,ORD,2013-01-07,11.0897191032697,11.7533438325572,10.4689324504884
96,ATL,2013-01-19,10.8722063786673,9.97610213184916,10.9372320782893
97,DTW,2011-09-11,10.84207299925,10.2435957230031,10.98822527284
98,PHX,2011-10-18,10.7352369777432,10.6203479539348,10.6476627072367
99,ATL,2012-01-10,10.8722063786673,11.0474358864423,11.2171125024296
100,ATL,2012-03-05,10.9238244018366,11.4174821150956,11.1356483019519
101,DFW,2011-09-22,11.191341090161,11.3649594343707,11.478902255774
102,DFW,2011-11-20,10.7595028669518,10.7258587942044,9.89093110187074
103,LAX,2013-02-07,11.2311165691035,11.6678915221641,11.1264071684673
104,PHX,2011-12-15,10.2181759139026,11.0198091780988,10.267884353126
105,DFW,2012-07-03,11.0822823756476,11.0105699121597,10.392741804005
106,DEN,2012-03-07,10.4915367302155,10.8758461074249,10.5326109313464
107,SEA,2011-12-01,10.4427340715667,11.2069425532707,10.8342892820873
108,DEN,2012-07-19,10.7809151647531,10.9496768109714,10.8529330811495
109,SFO,2012-08-08,11.4839192502872,11.3480337014324,11.0771782745
110,ATL,2012-07-17,10.9673289854857,11.0474358864423,11.5314539676429
111,EWR,2012-06-19,11.0848138393626,10.8901296720041,11.1198696023
112,LAX,2012-10-16,11.5888636319787,11.2821556260171,11.746552366365
113,LAX,2012-04-12,11.4119945495386,11.6678915221641,11.1091100833154
114,ORD,2011-10-25,11.6086506460176,11.4259437332021,11.8435227296089
115,ATL,2012-04-08,11.0520892734339,10.7841705489568,10.98928248955
116,ORD,2012-02-24,11.3429588383573,11.3822723248095,11.4107412363027
117,ATL,2013-01-07,10.8722063786673,11.4174821150956,10.2511186196459
118,DEN,2011-11-24,10.616329692477,10.9496768109714,9.76247899520046
119,EWR,2012-06-04,11.0848138393626,11.2321697452369,11.2623809523
120,LAS,2012-11-21,10.7407520191126,10.6151899016265,10.1995440023717
121,ORD,2013-02-16,11.3429588383573,10.0283188007474,11.2620602207283
122,BOS,2013-01-06,10.3995394267986,10.2952626313427,9.9600007670681
123,PHL,2011-10-12,10.93296933993,11.1546495472498,10.616301402221
124,PHL,2012-04-28,10.6805866948757,9.26692191894803,10.7686392179586
125,MSP,2012-11-04,10.7623063239459,10.2670126975129,10.9921857930233
126,SEA,2012-09-12,11.2242868110271,10.9511871234233,11.363804620825
127,ATL,2011-10-24,11.2466543461049,11.4174821150956,11.3257156158651
128,SFO,2011-09-11,11.3598612209265,11.1317029296239,11.2805852790211
129,LGA,2012-06-26,11.5411907738044,11.6989741399885,11.9744811798667
130,LAX,2012-04-19,11.4119945495386,11.6678915221641,11.57134837905
131,LAS,2011-09-18,11.0911524074966,10.9898638422471,11.2402294799279
132,SFO,2012-04-21,11.2517345163785,10.509031327209,11.1186941447545
133,LAX,2011-12-30,11.160829711438,11.7046174466157,10.8181494530296
134,EWR,2012-07-16,10.6699218053519,11.2321697452369,11.046710782355
135,ORD,2012-09-09,11.4171534533023,11.1469405601366,11.4384738223077
136,DEN,2012-09-26,10.8142720420334,10.8758461074249,10.93965808098
137,SFO,2012-06-28,11.5977789845796,11.5258261882789,11.7082004068467
138,ORD,2012-02-05,11.3429588383573,11.1469405601366,11.384082024795
139,ATL,2011-12-20,10.5960251009596,11.0474358864423,10.8394152504412
140,IAH,2012-04-27,10.7762096921336,10.9511447318937,10.8330572610175
141,DFW,2012-11-28,10.7595028669518,11.2645614220793,10.6446824448343
142,DFW,2012-02-25,10.9252580951582,9.68968891917538,10.7648364147904
143,EWR,2012-05-21,10.975676619157,11.2321697452369,11.0370725369509
144,SEA,2012-10-27,10.7946417984932,9.88097558873259,10.8114200123033
145,ORD,2012-08-09,11.3333438577217,11.7012876514128,11.175571826665
146,DFW,2012-08-10,11.1082683411549,11.334770797711,11.1224058631957
147,DEN,2012-02-09,10.6435501727357,10.9496768109714,10.66502581972
148,SEA,2011-11-23,10.8851576799842,10.9511871234233,10.2625318768414
149,DEN,2012-11-07,10.616329692477,10.8758461074249,10.93379814785
150,PHL,2011-09-06,11.0665484933616,10.9647900169658,10.2389936986627
151,MIA,2011-11-30,10.4640313017213,10.7471440779047,10.4690247150962
152,ATL,2012-04-22,11.0520892734339,10.7841705489568,11.1790380728514
153,ORD,2011-12-09,10.7477670781003,11.3822723248095,11.1862089522381
154,LGA,2012-05-11,12.1241481961619,11.5444509561683,12.14907263685
155,DFW,2012-01-28,10.833061443034,9.68968891917538,11.0123775580541
156,SFO,2012-07-01,11.2491259971573,11.1317029296239,10.7713440096633
157,LAX,2013-01-01,11.27208698888,11.2821556260171,11.0812063732392
158,ATL,2013-03-04,10.9238244018366,11.4174821150956,10.7000371441407
159,LAX,2012-02-16,11.2311165691035,11.6678915221641,11.1642751460773
160,BOS,2011-11-08,11.1098576260649,11.3122554161234,11.6650852673333
161,EWR,2011-12-31,10.2771148959259,9.62753091439696,8.02519492741667
162,ORD,2011-12-05,10.7477670781003,11.7533438325572,11.1862089522381
163,MIA,2012-04-24,10.8688535058833,10.580207354056,10.7073039585
164,ATL,2012-04-01,11.0520892734339,10.7841705489568,10.57315564614
165,ORD,2012-04-14,11.3585187911856,10.0283188007474,11.0282138342447
166,LAX,2012-08-27,11.7206219803485,11.4918469543651,11.4991564577231
167,JFK,2012-11-04,11.085788402275,11.3577388607836,11.4266937516083
168,ATL,2012-02-04,10.9483066347523,9.97610213184916,10.8179137195462
169,PHL,2011-12-27,10.333256356517,10.9647900169658,9.347149481427
170,ATL,2012-05-09,11.244897594285,11.1839889096902,11.2629435937053
171,LAX,2012-01-11,11.27208698888,11.4431077749887,11.6623588360526
172,LAS,2012-07-19,10.56053207953,11.0708968642921,10.7162101128571
173,ATL,2013-02-18,10.9483066347523,11.4174821150956,10.8512515351804
174,CLT,2012-01-22,10.4831382266911,10.0743640447417,10.7350032890775
175,LAX,2012-08-20,11.7206219803485,11.4918469543651,11.8400339151357
176,ATL,2012-02-22,10.9483066347523,11.1839889096902,11.0207733495763
177,LAS,2013-02-18,10.7011079719927,10.7858874535237,10.7792838932111
178,DEN,2012-05-17,11.0159536419945,10.9496768109714,11.0451611594909
179,BOS,2012-02-20,10.8276335167652,11.3980507884823,10.9162108565112
180,ORD,2011-11-17,11.3478629734974,11.7012876514128,11.7998685664606
181,DFW,2013-01-01,10.833061443034,11.0105699121597,10.357414329425
182,SFO,2012-08-29,11.4839192502872,11.3480337014324,11.7153998581831
183,DTW,2011-09-06,10.84207299925,10.8460270246324,10.7767104381111
184,SEA,2011-12-10,10.4427340715667,9.88097558873259,10.7695169745092
185,LAS,2012-09-11,11.0911524074966,10.4934348961779,11.5186043185731
186,DFW,2011-12-22,10.4593934636056,11.3649594343707,10.3088322162464
187,LAX,2012-12-27,11.160829711438,11.6678915221641,10.8181494530296
188,CLT,2012-08-23,10.4892990903713,11.0512487485931,10.2960042448233
189,DEN,2012-11-11,10.616329692477,10.6205023879042,10.9134291828648
190,SFO,2013-02-27,11.1652391878849,11.3480337014324,11.120696551841
191,DEN,2012-03-12,10.4915367302155,11.0716034552842,11.321253587275
192,JFK,2012-03-10,11.2998951997929,11.0071039598169,11.4530629427429
193,SFO,2012-11-25,11.2612044784234,11.1317029296239,11.1321909940538
194,LAX,2012-06-27,11.5045439058963,11.4431077749887,11.5920681785143
195,LGA,2012-02-15,10.9347961446718,11.9798840937432,11.2275610906843
196,DEN,2012-01-05,10.4889502088442,10.9496768109714,10.16598644623
197,CLT,2011-11-22,10.2814944796235,10.9196362517441,9.9451084662725
198,ORD,2012-05-21,11.4519192265109,11.7533438325572,11.4622329718968
199,ATL,2013-01-08,10.8722063786673,11.0474358864423,11.2171125024296
200,ATL,2013-01-21,10.8722063786673,11.4174821150956,10.9372320782893
201,DTW,2013-01-02,10.4779180638166,10.8682506128973,9.83594384959667
202,EWR,2012-04-24,10.8760846446052,10.8901296720041,11.0108513394727
203,DEN,2013-01-17,10.4889502088442,10.9496768109714,10.3979026312365
204,ORD,2012-09-01,11.4171534533023,10.0283188007474,11.5062264558247
205,SFO,2012-03-15,11.0861862906167,11.5258261882789,11.1018353207143
206,ATL,2012-01-26,10.8722063786673,11.2753141132658,11.08401070918
207,LAX,2012-12-23,11.160829711438,11.2829811360145,10.8181494530296
208,ORD,2012-02-25,11.3429588383573,10.0283188007474,11.4107412363027
209,ATL,2012-02-13,10.9483066347523,11.4174821150956,10.8512515351804
210,SFO,2012-01-08,10.9640841452788,11.1317029296239,11.3460358184274
211,PHX,2011-11-21,10.6951333073756,10.59977285993,10.055903024535
212,ATL,2012-09-09,11.0125713269174,10.7841705489568,10.9981110604757
213,LAX,2012-07-28,11.391544960945,10.8779034609239,11.4942309527
214,DEN,2012-01-18,10.4889502088442,10.8758461074249,10.3979026312365
215,DFW,2011-10-08,11.1979500206441,9.68968891917538,11.0657170628685
216,DFW,2012-04-01,11.1760816791704,10.7258587942044,10.8614309141308
217,DFW,2012-03-05,11.0311512247768,11.421708391198,11.1992594156758
218,DTW,2012-03-27,10.4704092014727,10.8460270246324,10.3486759525314
219,LAS,2012-01-12,10.7264899548344,11.0708968642921,11.2181176635353
220,ORD,2011-10-12,11.6086506460176,11.5763253169695,11.5608494116244
221,LAX,2012-01-06,11.27208698888,11.7046174466157,11.0812063732392
222,JFK,2012-01-06,11.24891039476,11.4544837388269,11.062133364545
223,ORD,2011-12-20,10.7477670781003,11.4259437332021,10.6742942516844
224,PHL,2012-01-02,10.5610571881515,11.3317960184457,10.2388709357207
225,LAX,2012-10-20,11.5888636319787,10.8779034609239,11.746552366365
226,ATL,2013-01-20,10.8722063786673,10.7841705489568,10.9372320782893
227,ATL,2012-02-21,10.9483066347523,11.0474358864423,11.0207733495763
228,LAS,2013-01-11,10.7264899548344,11.1633447411449,11.2181176635353
229,DEN,2012-12-15,10.4051399165647,9.55590371884156,10.7083863812604
230,LGA,2012-04-21,11.962424465909,9.76564961347506,12.429713321275
231,DEN,2012-03-04,10.4915367302155,10.6205023879042,10.5326109313464
232,ATL,2012-08-06,11.1218545766841,11.4174821150956,11.3140005739631
233,LAS,2012-05-15,11.0853228109145,10.4934348961779,10.9078177688775
234,ATL,2012-05-12,11.244897594285,9.97610213184916,11.2629435937053
235,ATL,2011-09-19,11.0125713269174,11.4174821150956,11.2069795216019
236,ORD,2012-02-16,11.3429588383573,11.7012876514128,11.2620602207283
237,PHL,2011-12-09,10.333256356517,10.7459127898702,11.5662505065571
238,DEN,2011-09-25,10.8142720420334,10.6205023879042,10.93965808098
239,LAX,2011-12-28,11.160829711438,11.4431077749887,10.8181494530296
240,LAX,2012-09-28,11.5344243041897,11.7046174466157,11.4290672050971
241,LAX,2013-01-18,11.27208698888,11.7046174466157,11.2402627670127
242,LGA,2011-09-01,11.8464516484642,12.0208576160081,11.1690315946569
243,LGA,2011-12-22,10.8461752695516,12.0208576160081,11.1614448884669
244,SFO,2012-03-26,11.0861862906167,11.2447785394506,11.278758562975
245,LAS,2011-11-29,10.7407520191126,10.4934348961779,10.2458186904247
246,ATL,2012-11-16,10.982421665418,11.2452830410363,11.2027602226513
247,LAX,2012-01-30,11.27208698888,11.4918469543651,11.3243734255781
248,SEA,2012-08-23,11.177097333419,11.2069425532707,11.2542442406571
249,LGA,2012-12-08,10.8461752695516,9.76564961347506,11.4673202944433
250,BOS,2012-01-03,10.3995394267986,11.3122554161234,9.9600007670681
251,SFO,2011-09-22,11.3598612209265,11.5258261882789,11.5841921830739
252,SEA,2012-08-30,11.177097333419,11.2069425532707,11.077809656
253,ATL,2012-08-09,11.1218545766841,11.2753141132658,11.3140005739631
254,BOS,2012-10-11,11.2927305073232,11.589740947341,11.17571620226
255,PHL,2012-10-21,10.93296933993,10.4783051254079,11.1226236042382
256,ATL,2011-09-02,11.0125713269174,11.2452830410363,10.7050309914008
257,DEN,2013-01-05,10.4889502088442,9.55590371884156,10.16598644623
258,DFW,2011-09-24,11.191341090161,9.68968891917538,11.0207835180772
259,LAS,2012-06-18,10.8814749755833,10.7858874535237,10.807187741325
260,SFO,2012-05-03,11.4525059437458,11.5258261882789,11.8658889551857
261,DEN,2011-11-16,10.616329692477,10.8758461074249,10.9134291828648
262,ATL,2012-01-30,10.8722063786673,11.4174821150956,10.8179137195462
263,LGA,2011-11-18,11.0517447554759,11.5444509561683,11.5089833554632
264,SFO,2012-10-22,11.3262120233076,11.2447785394506,11.62103948868
265,DFW,2012-06-18,11.2273288960637,11.421708391198,11.3509081075333
266,MSP,2012-09-06,10.9526345357929,11.5402513449149,10.375069595414
267,SFO,2013-01-08,10.9640841452788,11.2731863042331,11.3460358184274
268,PHL,2013-02-08,10.7144120295347,10.7459127898702,10.75620047414
269,CLT,2013-02-15,10.2157380426409,10.4765602610848,9.99281375096125
270,EWR,2012-08-06,10.6786557617261,11.2321697452369,10.6109544536689
271,PHL,2012-08-17,10.7291083842342,10.7459127898702,10.4910784811967
272,LGA,2012-12-19,10.8461752695516,11.9798840937432,11.1614448884669
273,SFO,2012-05-22,11.4525059437458,11.2731863042331,11.7166075804462
274,ATL,2012-09-01,11.0125713269174,9.97610213184916,10.7050309914008
275,DEN,2012-01-19,10.4889502088442,10.9496768109714,10.3979026312365
276,ORD,2011-12-23,10.7477670781003,11.3822723248095,10.6742942516844
277,ATL,2011-11-11,10.982421665418,11.2452830410363,11.1868549985414
278,PHL,2012-09-12,11.0665484933616,11.1546495472498,11.1972076449729
279,LAS,2011-12-13,10.176460234586,10.4934348961779,10.158733991755
280,SEA,2012-04-17,10.8289907415775,10.8382545243245,10.9685986708667
281,MCO,2012-08-20,11.3002778891875,10.6847948705659,11.20940433775
282,EWR,2011-11-05,10.4200136713908,9.62753091439696,10.4303918982262
283,DFW,2011-10-26,11.1979500206441,11.2645614220793,11.34789289685
284,BOS,2011-11-03,11.1098576260649,11.589740947341,10.6457491449853
285,ATL,2012-08-10,11.1218545766841,11.2452830410363,11.3140005739631
286,PHL,2012-07-15,10.5840155739779,10.4783051254079,10.7809439826
287,PHX,2012-05-23,10.78166413437,10.7333438137606,10.785166346075
288,BOS,2012-05-20,11.1699326281673,10.2952626313427,11.874041763525
289,IAH,2012-06-05,10.80540722445,10.349611127426,10.7045746217
290,SEA,2012-03-07,10.5247559491895,10.9511871234233,10.3951621852467
291,LGA,2012-04-20,11.962424465909,11.5444509561683,12.429713321275
292,DTW,2013-01-22,10.4779180638166,10.8460270246324,10.3401385289356
293,LAX,2012-05-27,11.647827346905,11.2829811360145,11.6799373048333
294,SEA,2013-02-22,10.560477505344,11.1271914162474,10.6665479068075
295,ORD,2011-09-10,11.4171534533023,10.0283188007474,11.4384738223077
296,ORD,2011-12-06,10.7477670781003,11.4259437332021,11.1862089522381
297,BOS,2011-09-17,11.3628994822824,9.26756528117,11.4554679341339
298,ORD,2012-04-22,11.3585187911856,11.1469405601366,11.4833614931475
299,JFK,2011-10-05,11.3969680111376,11.2637518214344,11.45647719678
300,CLT,2012-04-23,10.904060179415,10.9270039144755,11.4414515920333
301,LGA,2012-06-12,11.5411907738044,11.6989741399885,10.9751328711122
302,ORD,2012-02-01,11.3429588383573,11.5763253169695,10.9760863023833
303,LGA,2011-11-13,11.0517447554759,10.84981014069,11.5089833554632
304,DEN,2011-12-30,10.4051399165647,10.8007951104612,9.86025997480364
305,LAX,2012-10-10,11.5888636319787,11.4431077749887,11.6560016267783
306,DEN,2012-06-10,10.8911501596919,10.6205023879042,11.1110087416125
307,ORD,2012-04-30,11.3585187911856,11.7533438325572,11.62687530955
308,MIA,2011-10-18,10.7314255076942,10.580207354056,10.859971881
309,BOS,2011-10-29,11.2927305073232,9.26756528117,10.6457491449853
310,JFK,2012-08-20,11.4392516100788,11.558400654196,11.0702883880333
311,MIA,2012-08-19,10.49180915249,10.6787375360088,10.5070570637714
312,LAX,2012-05-06,11.647827346905,11.2829811360145,11.6525376723111
313,ATL,2011-11-06,10.982421665418,10.7841705489568,11.1868549985414
314,SFO,2012-12-02,10.9090738854506,11.1317029296239,11.4728552437874
315,PHX,2011-12-21,10.2181759139026,10.7333438137606,10.396322881314
316,BOS,2012-02-11,10.8276335167652,9.26756528117,10.8874397622032
317,DFW,2013-01-21,10.833061443034,11.421708391198,11.1130538477974
318,EWR,2012-03-17,10.7909964325816,9.62753091439696,10.960387770175
319,DEN,2012-08-28,10.8523683373953,10.78656887605,10.9221813402417
320,DFW,2012-04-11,11.1760816791704,11.2645614220793,11.2101701301436
321,ORD,2012-01-15,11.0897191032697,11.1469405601366,11.3823222081281
322,LAX,2012-01-03,11.27208698888,11.2821556260171,11.0812063732392
323,PHL,2011-12-18,10.333256356517,10.4783051254079,10.2805937256921
324,LAX,2011-10-12,11.5888636319787,11.4431077749887,11.6560016267783
325,LAX,2011-10-02,11.5888636319787,11.2829811360145,11.5509475910303
326,SFO,2012-01-02,10.9640841452788,11.2447785394506,10.7563512876626
327,ORD,2012-08-24,11.3333438577217,11.3822723248095,11.0835576640546
328,EWR,2013-02-26,10.7321062634804,10.8901296720041,10.3350115345067
329,CLT,2012-06-12,10.6544493577108,10.9196362517441,10.22497787948
330,DEN,2011-11-07,10.616329692477,11.0716034552842,10.93379814785
331,ORD,2012-01-25,11.0897191032697,11.5763253169695,11.0568543460962
332,ATL,2011-11-15,10.982421665418,11.0474358864423,11.2027602226513
333,ORD,2011-12-13,10.7477670781003,11.4259437332021,11.5727462634836
334,LAX,2012-04-26,11.4119945495386,11.6678915221641,11.39652281429
335,DEN,2012-11-22,10.616329692477,10.9496768109714,9.76247899520046
336,ATL,2013-02-24,10.9483066347523,10.7841705489568,11.0207733495763
337,MSP,2012-03-18,10.5125926414196,10.2670126975129,10.6845653903
338,ORD,2012-09-06,11.4171534533023,11.7012876514128,10.9952380715976
339,DEN,2012-09-07,10.8142720420334,10.8007951104612,10.4517460241088
340,MIA,2011-12-04,10.4764400150615,10.6787375360088,10.63568369002
341,DEN,2012-08-07,10.8523683373953,10.78656887605,11.0224772004
342,IAH,2012-04-22,10.7762096921336,10.6844560645379,10.8330572610175
343,SFO,2012-03-20,11.0861862906167,11.2731863042331,11.2871951341242
344,LAS,2012-01-24,10.7264899548344,10.4934348961779,10.9923664674383
345,SFO,2011-11-06,11.2612044784234,11.1317029296239,11.412113206224
346,ORD,2012-03-26,11.2039064875678,11.7533438325572,11.4540044069176
347,SFO,2011-11-20,11.2612044784234,11.1317029296239,10.6888579094686
348,PHL,2012-12-17,10.333256356517,11.3317960184457,10.2805937256921
349,SFO,2012-05-08,11.4525059437458,11.2731863042331,11.4021912351538
350,DEN,2011-10-20,10.818385590131,10.9496768109714,11.031164725339
351,ORD,2011-10-16,11.6086506460176,11.1469405601366,11.7724800731183
352,ATL,2011-11-27,10.982421665418,10.7841705489568,10.8655918259359
353,JFK,2012-02-20,11.1288891292849,11.558400654196,11.1314224417678
354,ATL,2012-12-26,10.5960251009596,11.1839889096902,9.73583869466515
355,CLT,2011-10-15,10.6832768340035,8.96905204120936,10.058907538865
356,ATL,2012-09-13,11.0125713269174,11.2753141132658,10.9981110604757
357,ATL,2012-09-28,11.0125713269174,11.2452830410363,11.1020448646779
358,LAS,2012-07-24,10.56053207953,10.4934348961779,10.7470295949455
359,SFO,2011-09-08,11.3598612209265,11.5258261882789,10.9865984556133
360,JFK,2012-08-03,11.4392516100788,11.4544837388269,11.1213796101875
361,DFW,2011-11-22,10.7595028669518,11.0105699121597,9.89093110187074
362,MIA,2012-09-27,10.5695654986963,10.6280117271903,10.5880326192213
363,MCO,2012-08-17,11.3002778891875,11.1827857185385,11.37177600215
364,SFO,2011-09-15,11.3598612209265,11.5258261882789,11.2805852790211
365,ORD,2011-10-24,11.6086506460176,11.7533438325572,11.8435227296089
366,LAS,2012-04-01,10.7928732108372,10.9898638422471,10.6528808525692
367,SFO,2013-01-03,10.9640841452788,11.5258261882789,10.7563512876626
368,SEA,2012-09-07,11.2242868110271,11.1271914162474,11.1315301381
369,BOS,2012-09-01,11.3628994822824,9.26756528117,10.6986794228075
370,ORD,2012-10-30,11.6086506460176,11.4259437332021,11.258568582913
371,SFO,2012-10-02,11.3262120233076,11.2731863042331,11.394507287132
372,ORD,2012-12-08,10.7477670781003,10.0283188007474,11.1862089522381
373,SFO,2011-12-01,10.9090738854506,11.5258261882789,11.1321909940538
374,JFK,2011-12-04,10.9676411139293,11.3577388607836,11.6461680888747
375,ATL,2012-01-17,10.8722063786673,11.0474358864423,10.9372320782893
376,LAX,2012-07-03,11.391544960945,11.2821556260171,10.7347190146455
377,MSP,2012-03-06,10.5125926414196,11.0352033499738,11.30871010214
378,MCO,2012-01-22,10.8445829474577,10.6047887191327,10.5649107250333
379,ATL,2012-08-29,11.1218545766841,11.1839889096902,10.7050309914008
380,ATL,2011-10-22,11.2466543461049,9.97610213184916,11.3257156158651
381,ORD,2011-10-10,11.6086506460176,11.7533438325572,11.5608494116244
